file,label,entropy,brightness_mean,brightness_std,skewness_brightness,kurtosis_brightness,laplacian_variance,gradient_mean,gradient_variance,edge_density,hf_energy_ratio,spectral_slope,spectral_flatness,fft_phase_entropy,freq_lf,freq_mf,freq_hf,dct_energy_ratio,jpeg_artifact_score,stripe_score,lbp_entropy,glcm_contrast,glcm_homogeneity,glcm_energy,noise_entropy,residual_std,noise_variance_patch_std,saturation_mean,hue_entropy,rgb_channel_corr,colorfulness,gray_world_error,compression_ratio,metadata_flag,exif_present,orig_width,orig_height,orig_aspect,file_size_kb,file_bpp
dataset\real_512\000000102331.png,0,7.478281,0.58354,0.211117,-0.370168,-0.534158,754.812602,67.095853,9620.078049,0.077324,0.008101,4.02659,0.000573,7.993526,0.98182,0.014246,0.003934,0.00076,1.010175,0.026622,5.765934,0.690211,0.865758,0.076463,4.593435,0.03383,0.002034,0.33117,4.576944,0.869441,52.342819,0.174617,0.66206,1.0,0.0,512.0,512.0,1.0,371.87207,1.452625
dataset\real_512\000000102356.png,0,7.408301,0.325423,0.200722,0.535067,-0.60746,890.898128,64.485851,10420.041887,0.10144,0.023028,3.622241,0.00264,7.993565,0.954562,0.033612,0.011826,0.000248,1.003316,0.015881,6.463262,0.948453,0.834204,0.068106,4.62666,0.036154,0.001622,0.392569,6.773472,0.645415,68.344702,0.107114,0.761002,1.0,0.0,512.0,512.0,1.0,421.731445,1.647388
dataset\real_512\000000102411.png,0,7.516751,0.563169,0.338074,-0.403818,-1.257883,1883.210158,89.358411,16685.605149,0.128666,0.013525,3.394478,0.002434,7.993744,0.97118,0.021096,0.007724,0.002728,1.016153,0.047799,6.292224,1.232353,0.832414,0.047663,5.095953,0.049403,0.002903,0.181191,5.512764,0.992965,14.99927,0.020525,0.761749,1.0,0.0,512.0,512.0,1.0,421.379883,1.646015
dataset\real_512\000000102644.png,0,7.308499,0.345471,0.199535,1.022982,0.524961,93.750831,25.598293,2670.781101,0.024307,0.003608,4.241492,0.000188,7.993008,0.987555,0.011014,0.001431,4e-06,0.971538,0.019098,6.185713,0.311566,0.914208,0.089406,3.491698,0.012692,0.000334,0.397153,4.457379,0.983942,20.375762,0.112145,0.60577,1.0,0.0,512.0,512.0,1.0,298.416992,1.165691
dataset\real_512\000000102707.png,0,7.805382,0.477715,0.253972,-0.103159,-1.23186,1382.716053,78.728888,11902.64992,0.106445,0.013276,2.958288,0.003082,7.993823,0.97039,0.022297,0.007313,8.9e-05,1.034878,0.029653,6.832167,1.1053,0.801196,0.035123,5.120622,0.041586,0.001315,0.284023,4.80611,0.972194,31.372676,0.134997,0.913071,1.0,0.0,512.0,512.0,1.0,475.792969,1.858566
dataset\real_512\000000102805.png,0,7.625797,0.452273,0.25573,0.055157,-1.248451,592.231354,47.595484,6773.748528,0.059799,0.007762,3.577452,0.001045,7.992888,0.982769,0.013103,0.004127,0.000286,1.01215,0.0459,6.330693,0.330944,0.904395,0.066921,4.202945,0.028434,0.001366,0.329462,5.477587,0.910989,42.281539,0.023688,0.669315,1.0,0.0,512.0,512.0,1.0,377.705078,1.47541
dataset\real_512\000000102820.png,0,7.812603,0.402228,0.300329,0.378442,-1.163818,2073.722979,99.661581,18157.469885,0.142956,0.025015,3.416085,0.004355,7.993643,0.946408,0.03955,0.014042,0.004702,0.9946,0.043379,6.610297,1.640319,0.766006,0.032142,5.253427,0.051662,0.003353,0.420896,6.324669,0.902829,58.534445,0.143503,0.863995,1.0,0.0,512.0,512.0,1.0,507.902344,1.983994
dataset\real_512\000000103548.png,0,7.447885,0.512874,0.179556,-0.236009,-0.347774,1903.172272,85.304168,5723.817324,0.186237,0.012717,2.626234,0.004276,7.993633,0.979079,0.012343,0.008578,0.000527,1.010301,0.017403,6.910378,0.59617,0.803897,0.055122,5.639588,0.043911,0.001615,0.297056,5.604134,0.865617,40.265367,0.117343,0.841011,1.0,0.0,512.0,512.0,1.0,550.724609,2.151268
dataset\real_512\000000103585.png,0,7.464346,0.473478,0.195425,-0.280079,-0.119587,357.181433,33.475308,5364.199243,0.039886,0.005241,3.714896,0.000587,7.993635,0.985449,0.011688,0.002863,7.8e-05,1.025032,0.015837,6.382736,0.54496,0.903206,0.071566,3.982247,0.022397,0.00065,0.413802,4.435897,0.656148,76.564474,0.225219,0.652164,1.0,0.0,512.0,512.0,1.0,343.895508,1.343342
dataset\real_512\000000103723.png,0,6.591841,0.560393,0.343206,0.192674,-1.644978,2271.290518,69.706463,13110.935855,0.110142,0.01197,2.853485,0.003402,7.993629,0.977298,0.014921,0.007781,0.00203,0.998271,0.083646,5.738178,0.713925,0.858977,0.074441,4.682026,0.048952,0.002683,0.141199,5.515087,0.982656,21.786949,0.010161,0.635975,1.0,0.0,512.0,512.0,1.0,405.875977,1.585453
dataset\real_512\000000104119.png,0,7.656949,0.477157,0.202531,0.178347,-0.333528,4891.443112,144.685297,14609.364237,0.271229,0.038787,2.511409,0.011676,7.993651,0.94216,0.032381,0.02546,0.005984,1.002903,0.014727,6.846947,1.627083,0.661264,0.027206,6.146733,0.072092,0.00343,0.230732,6.210668,0.934229,31.165928,0.097618,0.928135,1.0,0.0,512.0,512.0,1.0,620.250977,2.422855
dataset\real_512\000000104198.png,0,6.603478,0.606652,0.322738,-0.003175,-1.501551,1247.965685,73.95112,15144.935188,0.115963,0.011201,3.871987,0.000779,7.993587,0.979438,0.014546,0.006016,0.000184,1.013514,0.072244,5.493466,0.847917,0.850944,0.074141,4.553904,0.043841,0.002217,0.162693,5.201045,0.957641,38.567169,0.054643,0.630909,1.0,0.0,512.0,512.0,1.0,351.351562,1.372467
dataset\real_512\000000104424.png,0,7.723442,0.443041,0.239017,0.156406,-1.148067,612.33769,53.785075,6675.622457,0.066433,0.008171,3.536669,0.001295,7.993424,0.979005,0.016751,0.004243,0.000243,1.013325,0.026341,6.637158,0.655821,0.873461,0.052317,4.440529,0.028156,0.001388,0.359807,6.554539,0.855329,49.679411,0.048516,0.778961,1.0,0.0,512.0,512.0,1.0,429.925781,1.679398
dataset\real_512\000000104455.png,0,7.750782,0.361922,0.274437,0.697539,-0.356688,3557.859619,135.995355,22915.702875,0.217186,0.046873,2.976852,0.010727,7.993246,0.891751,0.083393,0.024856,0.000845,1.014258,0.017981,6.824983,2.527711,0.711172,0.027409,5.966723,0.064541,0.003726,0.303788,6.13187,0.976836,25.293469,0.072571,0.919613,1.0,0.0,512.0,512.0,1.0,584.745117,2.284161
dataset\real_512\000000104603.png,0,7.298647,0.449841,0.210471,-0.653916,-0.852401,2266.681753,101.345395,7470.698763,0.224194,0.021487,2.917947,0.004865,7.993654,0.968937,0.016596,0.014467,0.000282,1.000707,0.020164,6.785637,0.860999,0.744864,0.065564,5.802665,0.050453,0.002577,0.360011,5.072382,0.957597,33.263295,0.189238,0.875965,1.0,0.0,512.0,512.0,1.0,561.151367,2.191998
dataset\real_512\000000104612.png,0,7.450147,0.320723,0.230317,0.349566,-1.165881,1295.49285,82.203252,8312.836753,0.13987,0.020319,3.056276,0.005739,7.993822,0.948394,0.040214,0.011392,0.001534,1.002321,0.019095,6.834382,0.952574,0.770022,0.049912,4.977249,0.038111,0.001227,0.541163,6.283218,0.885183,52.814258,0.157437,0.877357,1.0,0.0,512.0,512.0,1.0,518.719727,2.026249
dataset\real_512\000000104572.png,0,7.672865,0.465554,0.230445,0.652415,-0.131721,628.551199,65.067434,6190.804135,0.132683,0.009732,3.722782,0.000813,7.992047,0.981372,0.013486,0.005142,0.000144,0.986562,0.023277,6.442432,0.587347,0.827236,0.046484,5.090753,0.031285,0.00087,0.302215,6.117575,0.798731,63.647267,0.140827,0.805134,1.0,0.0,512.0,512.0,1.0,459.327148,1.794247
dataset\real_512\000000104619.png,0,7.64715,0.571176,0.280781,-0.370786,-1.341025,6321.498958,119.619568,19418.406322,0.166496,0.025931,2.44112,0.006864,7.993636,0.96449,0.014005,0.021505,0.001482,0.98168,0.045789,6.858875,1.00818,0.789037,0.069083,5.92984,0.08184,0.00937,0.273481,5.018063,0.965442,41.635025,0.170817,0.880104,1.0,0.0,512.0,512.0,1.0,579.673828,2.264351
dataset\real_512\000000104666.png,0,7.489166,0.303137,0.210531,0.696521,0.458589,584.960535,41.45982,6838.617888,0.049084,0.014474,3.440241,0.002005,7.993656,0.970204,0.021687,0.00811,2.1e-05,1.001764,0.022493,6.311352,0.671553,0.885675,0.070224,3.696321,0.028594,0.001395,0.575185,4.985031,0.88275,47.040702,0.175126,0.677937,1.0,0.0,512.0,512.0,1.0,366.931641,1.433327
dataset\real_512\000000104669.png,0,7.823594,0.437809,0.292118,0.140371,-1.311974,1548.49785,83.998104,12292.596846,0.138569,0.016744,3.808677,0.002134,7.992614,0.969044,0.020984,0.009972,0.000642,0.993315,0.020353,6.552169,1.079856,0.78709,0.039073,5.008028,0.044619,0.002084,0.378608,6.153542,0.857209,62.465691,0.131433,0.83115,1.0,0.0,512.0,512.0,1.0,471.410156,1.841446
dataset\real_512\000000104782.png,0,7.105509,0.492111,0.163126,-0.210169,0.224761,1094.621047,59.514447,12923.95887,0.088367,0.014443,3.814512,0.00128,7.993204,0.970545,0.021049,0.008406,6e-06,1.02286,0.009716,6.42374,0.969501,0.871776,0.115571,4.353926,0.039916,0.00231,0.512302,4.341119,0.770496,73.85622,0.35831,0.624794,1.0,0.0,512.0,512.0,1.0,413.705078,1.616035
dataset\real_512\000000104803.png,0,6.810123,0.215346,0.229876,1.356211,1.573626,394.080125,45.289995,4848.556743,0.055229,0.016106,3.980033,0.001164,7.99337,0.967935,0.023267,0.008798,0.000164,0.9919,0.034826,6.498803,0.533885,0.882006,0.191339,4.467661,0.024691,0.001,0.149833,4.568398,0.987686,15.515214,0.037337,0.716312,1.0,0.0,512.0,512.0,1.0,346.139648,1.352108
dataset\real_512\000000105014.png,0,7.894233,0.551029,0.258357,-0.223118,-0.990929,1994.208127,122.504944,13945.156474,0.228683,0.018901,3.493098,0.002508,7.993555,0.963565,0.026452,0.009984,0.000246,1.001213,0.027162,6.725308,1.655423,0.682053,0.021147,5.683948,0.052569,0.002803,0.455432,6.967781,0.709832,83.97148,0.088429,0.94175,1.0,0.0,512.0,512.0,1.0,575.902344,2.249619
dataset\real_512\000000105249.png,0,7.343688,0.54393,0.214014,-0.739499,-0.472849,231.690389,30.879983,4625.554717,0.026905,0.003915,4.138547,0.00016,7.993729,0.991396,0.006809,0.001796,4e-06,0.9433,0.039018,5.958909,0.505147,0.906446,0.092365,3.485875,0.020176,0.001276,0.105314,5.158427,0.991137,11.425599,0.029236,0.610508,1.0,0.0,512.0,512.0,1.0,263.310547,1.028557
dataset\real_512\000000105264.png,0,7.485621,0.524348,0.333937,0.194978,-1.618461,779.37934,52.402425,6398.289456,0.094872,0.006441,3.442048,0.001142,7.993798,0.986489,0.009696,0.003815,0.000229,0.994882,0.086687,6.376994,0.530224,0.887559,0.077019,4.558363,0.030906,0.000977,0.226332,5.143878,0.994727,16.88892,0.069095,0.68185,1.0,0.0,512.0,512.0,1.0,398.728516,1.557533
dataset\real_512\000000105335.png,0,7.545197,0.42045,0.284468,-0.0195,-1.328717,82.615249,29.876566,2466.69235,0.026928,0.002021,3.798275,0.000231,7.992552,0.991023,0.00811,0.000868,3e-05,0.991739,0.043406,5.874366,0.214629,0.920678,0.073167,4.164236,0.011177,0.000191,0.277491,5.765472,0.816192,68.999266,0.141056,0.596825,1.0,0.0,512.0,512.0,1.0,301.345703,1.177132
dataset\real_512\000000105455.png,0,7.089519,0.573475,0.247311,-0.761686,-0.967382,832.963326,51.830371,8916.32412,0.089024,0.007403,3.571941,0.001021,7.993622,0.984486,0.011078,0.004436,9.9e-05,1.007702,0.041605,6.112505,0.738909,0.874116,0.126538,4.318751,0.033976,0.001427,0.170661,5.558455,0.969553,25.67387,0.021258,0.588627,1.0,0.0,512.0,512.0,1.0,357.664062,1.397125
dataset\real_512\000000105923.png,0,7.180885,0.450812,0.226908,0.474979,0.146291,1058.110572,58.696617,8021.43528,0.078209,0.011734,3.187561,0.001917,7.993313,0.977042,0.015632,0.007326,0.000116,1.015267,0.022905,6.549416,0.713894,0.837014,0.084339,4.840897,0.036286,0.002065,0.211609,5.568096,0.896642,40.075751,0.073275,0.771122,1.0,0.0,512.0,512.0,1.0,420.77832,1.643665
dataset\real_512\000000105912.png,0,7.299116,0.421314,0.197275,0.872644,0.974115,739.696038,71.82147,7704.347846,0.11404,0.014891,3.953421,0.001146,7.992786,0.970864,0.021497,0.007638,0.000103,1.005312,0.021207,6.446406,0.64761,0.853987,0.070324,5.260732,0.033649,0.001253,0.213956,6.293282,0.85725,45.140792,0.078134,0.757931,1.0,0.0,512.0,512.0,1.0,444.949219,1.738083
dataset\real_512\000000106235.png,0,7.598096,0.368972,0.223465,0.779194,-0.108979,653.545109,45.842083,2538.456718,0.039585,0.007628,2.876074,0.002428,7.99358,0.9844,0.010505,0.005095,0.00026,0.999594,0.028329,6.902129,0.290732,0.89093,0.067675,5.244092,0.025246,0.000546,0.574062,3.713901,0.961136,38.958456,0.237693,0.838825,1.0,0.0,512.0,512.0,1.0,472.386719,1.845261
dataset\real_512\000000106048.png,0,7.455123,0.361428,0.235479,0.728618,-0.544178,934.765696,62.750419,11748.628386,0.076683,0.019387,3.625086,0.002262,7.992662,0.958074,0.031772,0.010153,0.000962,1.042347,0.021227,6.515424,0.697151,0.879069,0.097442,4.744605,0.036937,0.001621,0.336409,5.201879,0.945557,32.600611,0.085352,0.711266,1.0,0.0,512.0,512.0,1.0,403.666016,1.57682
dataset\real_512\000000106266.png,0,7.85143,0.52097,0.241117,-0.150316,-0.918553,3433.073135,107.826805,11593.602374,0.2043,0.018899,2.670593,0.007048,7.993623,0.965133,0.021989,0.012877,0.000929,1.000845,0.01111,6.895326,1.144715,0.737044,0.027094,5.614092,0.057394,0.002791,0.540484,5.343345,0.67989,93.07703,0.376004,0.931988,1.0,0.0,512.0,512.0,1.0,590.430664,2.30637
dataset\real_512\000000106281.png,0,7.70712,0.469647,0.2276,0.516894,-0.689863,3824.36733,136.403033,19134.831697,0.243641,0.035903,3.099452,0.006846,7.993634,0.938338,0.038508,0.023153,0.001885,1.004011,0.011933,6.756012,1.945619,0.710659,0.033114,6.101078,0.068075,0.002941,0.193156,6.811656,0.958991,25.894667,0.038919,0.93811,1.0,0.0,512.0,512.0,1.0,588.916016,2.300453
dataset\real_512\000000106330.png,0,6.017478,0.86338,0.137727,-3.140374,11.714578,368.769925,27.453427,3091.511186,0.038124,0.001489,3.333262,0.000271,7.993489,0.997211,0.001858,0.00093,0.0,0.98773,0.010865,6.009825,0.241697,0.928413,0.230408,3.378411,0.02108,0.001025,0.158263,5.976414,0.784575,39.833882,0.105579,0.536102,1.0,0.0,512.0,512.0,1.0,358.367188,1.399872
dataset\real_512\000000106389.png,0,7.376635,0.510618,0.177763,-0.271472,0.079399,1490.683511,53.704243,7532.235799,0.088593,0.009553,2.652814,0.003393,7.993708,0.982341,0.011132,0.006527,0.000503,0.973253,0.007659,6.787308,0.59712,0.868973,0.07919,4.60821,0.038455,0.002274,0.513797,4.33108,0.673851,79.674341,0.349641,0.796238,1.0,0.0,512.0,512.0,1.0,488.162109,1.906883
dataset\real_512\000000106563.png,0,7.805722,0.435045,0.248398,0.153731,-1.160757,4048.813438,139.106952,25289.151389,0.204666,0.043788,2.855265,0.011133,7.993563,0.915035,0.060219,0.024746,0.000241,1.003283,0.008807,6.78299,2.240349,0.701231,0.025279,5.907672,0.069757,0.0025,0.26145,6.540038,0.919145,36.76747,0.050273,0.950001,1.0,0.0,512.0,512.0,1.0,558.375,2.181152
dataset\real_512\000000106757.png,0,7.477672,0.355897,0.211391,0.273655,-1.155375,949.906555,69.214103,5238.057089,0.127785,0.015832,3.242672,0.003102,7.993583,0.973056,0.017483,0.009461,0.000525,0.987398,0.024441,6.917719,0.57068,0.832846,0.063792,5.61705,0.034016,0.000995,0.276772,6.204148,0.934024,29.693443,0.055993,0.87772,1.0,0.0,512.0,512.0,1.0,528.222656,2.06337
dataset\real_512\000000106881.png,0,7.315536,0.498098,0.157829,-0.378459,0.556859,2081.870155,81.139235,10529.595848,0.124603,0.016003,2.706495,0.004934,7.993783,0.967656,0.022319,0.010026,0.000749,0.988775,0.002936,6.913017,0.924694,0.780288,0.063265,5.025475,0.046364,0.00316,0.3082,5.988847,0.826822,43.132269,0.245205,0.880459,1.0,0.0,512.0,512.0,1.0,530.947266,2.074013
dataset\real_512\000000106912.png,0,7.640868,0.563782,0.236668,-0.642877,-0.623547,1127.783617,44.971209,7489.637221,0.053566,0.006624,2.690098,0.00209,7.99372,0.98747,0.008504,0.004026,0.000821,0.995661,0.038523,6.66393,0.32379,0.924281,0.077132,4.084733,0.034592,0.001897,0.318255,6.288827,0.825684,49.596209,0.041537,0.713219,1.0,0.0,512.0,512.0,1.0,378.551758,1.478718
dataset\real_512\000000107087.png,0,6.887452,0.275341,0.167192,2.298153,6.821847,676.148138,50.335073,4047.083802,0.069092,0.017375,3.23797,0.00225,7.992992,0.968407,0.01977,0.011823,0.001093,0.995377,0.01384,6.848832,0.416958,0.867631,0.120217,4.969962,0.028371,0.0011,0.116577,5.813511,0.990512,9.178856,0.021314,0.796688,1.0,0.0,512.0,512.0,1.0,428.557617,1.674053
dataset\real_512\000000107094.png,0,6.321181,0.392668,0.387441,0.648023,-1.291379,2770.611399,76.72673,16992.127212,0.098717,0.021326,3.051651,0.004063,7.993864,0.958628,0.026748,0.014624,0.005184,1.006893,0.124616,6.075094,0.886734,0.847268,0.108154,4.489466,0.054557,0.004483,0.263164,5.384077,0.974265,33.126496,0.050842,0.624817,1.0,0.0,512.0,512.0,1.0,409.550781,1.599808
dataset\real_512\000000107226.png,0,7.453231,0.385437,0.227688,1.011683,0.078684,446.539058,57.497194,5859.405553,0.071217,0.009667,3.567558,0.001319,7.993708,0.972293,0.023116,0.004591,0.000339,1.002975,0.021873,6.543499,0.594179,0.832004,0.063264,4.771435,0.025363,0.000989,0.267145,6.626912,0.92426,33.258224,0.016885,0.825069,1.0,0.0,512.0,512.0,1.0,418.285156,1.633926
dataset\real_512\000000107339.png,0,7.566648,0.419774,0.192855,0.151624,-0.317379,23.107692,27.43572,1976.877699,0.020103,0.001596,4.486566,1.8e-05,7.978803,0.99085,0.008873,0.000277,0.0,0.999611,0.016572,5.226791,0.282736,0.915695,0.074955,4.506913,0.007888,0.0001,0.551148,5.267348,0.576517,88.289431,0.240709,0.509491,1.0,0.0,512.0,512.0,1.0,256.420898,1.001644
dataset\real_512\000000107554.png,0,7.714668,0.412989,0.246867,0.377342,-1.045952,9181.76019,131.811015,19268.215972,0.213753,0.054302,2.163124,0.023549,7.993774,0.928851,0.027462,0.043687,0.003154,0.995794,0.010001,6.912136,1.244593,0.750001,0.045318,5.966864,0.08923,0.006395,0.482087,6.311506,0.744889,66.87474,0.26646,0.931641,1.0,0.0,512.0,512.0,1.0,635.732422,2.48333
dataset\real_512\000000107851.png,0,5.92681,0.628087,0.314245,0.075475,-1.665476,756.415796,37.774123,3122.14999,0.057884,0.003576,2.848264,0.00106,7.993631,0.993275,0.00434,0.002385,3.8e-05,1.000372,0.082397,5.343825,0.260463,0.901055,0.134045,4.225002,0.026745,0.001056,0.145765,5.062267,0.98123,25.601615,0.058694,0.57069,1.0,0.0,512.0,512.0,1.0,345.420898,1.3493
dataset\real_512\000000108026.png,0,6.589356,0.216242,0.210962,0.565998,-1.170609,149.165624,28.99419,2550.528855,0.029697,0.006888,3.877935,0.000831,7.99366,0.980929,0.015729,0.003342,2.4e-05,0.997145,0.013863,5.824893,0.244945,0.922474,0.164447,3.534364,0.014921,0.000402,0.578569,4.806654,0.941916,44.446913,0.151048,0.573933,1.0,0.0,512.0,512.0,1.0,311.001953,1.214851
dataset\real_512\000000108244.png,0,7.5173,0.367776,0.284122,0.408883,-1.25527,549.792279,43.494293,6019.41882,0.043766,0.008214,3.344636,0.001604,7.993622,0.978066,0.017742,0.004193,0.001077,1.020519,0.055261,6.582915,0.412117,0.8947,0.070938,4.013479,0.025768,0.001381,0.199042,5.616772,0.965133,27.950553,0.048409,0.703136,1.0,0.0,512.0,512.0,1.0,397.90332,1.55431
dataset\real_512\000000108253.png,0,7.593311,0.465511,0.338477,-0.057279,-1.62344,676.355483,53.317302,8698.135069,0.071022,0.007696,3.527892,0.001242,7.993879,0.980552,0.015402,0.004046,0.000605,1.000882,0.07297,6.647103,0.539001,0.877847,0.079515,4.327969,0.030272,0.001266,0.600899,5.377801,0.86455,75.639608,0.282598,0.75209,1.0,0.0,512.0,512.0,1.0,483.595703,1.889046
dataset\real_512\000000108440.png,0,7.588612,0.472203,0.334565,0.010998,-1.555651,2347.559796,85.412749,16967.799,0.144287,0.0176,3.172606,0.002886,7.993795,0.969581,0.018669,0.01175,0.000803,1.001922,0.095573,6.056312,0.405362,0.882898,0.067669,4.651576,0.054408,0.002535,0.278841,4.99158,0.972042,31.469825,0.02565,0.644516,1.0,0.0,512.0,512.0,1.0,369.708008,1.444172
dataset\real_512\000000108495.png,0,7.492376,0.45652,0.235111,-0.012216,-1.073034,224.086062,49.78919,4720.121373,0.054436,0.005367,4.362409,0.000231,7.986528,0.984658,0.01324,0.002102,3e-05,0.996381,0.019366,6.329362,0.610355,0.849203,0.050468,4.866276,0.020152,0.000456,0.441901,5.937764,0.677454,80.045164,0.110091,0.768711,1.0,0.0,512.0,512.0,1.0,397.28418,1.551891
dataset\real_512\000000108503.png,0,7.371582,0.609146,0.212486,-0.961076,-0.074684,1115.349182,67.04195,9657.291245,0.109467,0.007968,3.382547,0.001403,7.993523,0.983745,0.011507,0.004748,0.00137,1.013981,0.022818,6.342123,0.605469,0.876236,0.10443,4.918658,0.038136,0.001804,0.324998,5.44135,0.79313,68.057738,0.184672,0.670849,1.0,0.0,512.0,512.0,1.0,420.789062,1.643707
dataset\real_512\000000109055.png,0,7.809505,0.400819,0.275927,0.311382,-1.079801,5665.403703,135.063525,28339.171608,0.18198,0.052443,2.721183,0.016364,7.993727,0.904779,0.064225,0.030997,0.003386,0.982633,0.01987,6.915955,2.498453,0.714931,0.032043,5.854985,0.076729,0.004234,0.217146,6.576236,0.983253,22.10018,0.060374,0.932652,1.0,0.0,512.0,512.0,1.0,595.060547,2.324455
dataset\real_512\000000108864.png,0,7.109349,0.605522,0.272095,-0.154434,-1.482154,676.749798,37.665765,2555.498233,0.051361,0.002883,2.744487,0.000993,7.993699,0.995019,0.002961,0.00202,0.000652,1.002143,0.065999,6.816882,0.24401,0.906935,0.120422,4.749891,0.025138,0.000829,0.184591,6.218977,0.975635,27.930151,0.058585,0.653568,1.0,0.0,512.0,512.0,1.0,420.5,1.642578
dataset\real_512\000000109118.png,0,7.158886,0.294418,0.223802,0.751381,-0.776071,2039.626238,87.349661,13471.489337,0.115833,0.039942,2.936381,0.010131,7.993585,0.921831,0.055478,0.022691,0.00323,0.975971,0.022327,6.965951,1.350306,0.794507,0.099363,5.433995,0.048537,0.001638,0.04255,3.312279,0.999755,3.020037,0.009095,0.859821,1.0,0.0,512.0,512.0,1.0,438.957031,1.714676
dataset\real_512\000000109441.png,0,7.724927,0.476227,0.248051,-0.37281,-0.963305,5525.450722,109.972147,26825.687714,0.145851,0.040354,2.467292,0.008691,7.993715,0.943237,0.028061,0.028702,0.003139,1.002211,0.033002,6.269031,1.549066,0.811672,0.051954,4.991154,0.079851,0.006831,0.419448,5.401684,0.83443,70.937622,0.197165,0.7136,1.0,0.0,512.0,512.0,1.0,439.366211,1.716274
dataset\real_512\000000109313.png,0,7.507442,0.519448,0.209881,0.562511,-0.649809,934.570059,62.600912,8018.627318,0.092434,0.009334,3.220133,0.001856,7.993839,0.979569,0.015249,0.005182,0.000209,1.012526,0.01639,6.573176,0.804948,0.836988,0.053335,4.820814,0.034475,0.001459,0.272077,6.488145,0.818103,48.798604,0.082232,0.807541,1.0,0.0,512.0,512.0,1.0,472.18457,1.844471
dataset\real_512\000000109798.png,0,7.777841,0.448093,0.310921,0.082252,-1.320708,608.169587,65.582533,10211.189897,0.085785,0.01005,4.241366,0.000518,7.990944,0.974373,0.021092,0.004535,0.00013,1.01179,0.042678,6.31869,0.821768,0.838423,0.049133,4.425511,0.031283,0.001453,0.417096,6.136405,0.849135,68.940208,0.163526,0.795021,1.0,0.0,512.0,512.0,1.0,434.90332,1.698841
dataset\real_512\000000109827.png,0,7.816911,0.484482,0.264684,-0.265787,-0.91844,3564.538641,132.401117,18600.402522,0.22813,0.031153,3.183137,0.005876,7.993775,0.947749,0.032736,0.019515,0.000334,0.999752,0.018091,6.797035,1.758058,0.72772,0.027664,5.769775,0.066139,0.003937,0.556037,5.136285,0.85525,65.845026,0.272027,0.927574,1.0,0.0,512.0,512.0,1.0,593.699219,2.319138
dataset\real_512\000000109900.png,0,7.645785,0.518619,0.220863,-0.272706,-0.674618,2841.175484,87.16615,12974.542486,0.164146,0.018015,2.630961,0.005866,7.993823,0.969423,0.018712,0.011865,0.000802,1.000565,0.028949,6.876659,0.803079,0.829372,0.05886,5.321477,0.054232,0.002683,0.490195,5.50287,0.595719,98.125689,0.264766,0.763123,1.0,0.0,512.0,512.0,1.0,503.450195,1.966602
dataset\real_512\000000109916.png,0,7.749954,0.419026,0.253914,0.420746,-0.556469,378.891556,50.805058,6754.947209,0.053917,0.006407,3.739762,0.000746,7.993405,0.976591,0.020401,0.003008,0.000235,1.005921,0.022849,6.59687,0.550245,0.871147,0.053043,4.34094,0.023378,0.000749,0.448259,5.2644,0.822239,72.444058,0.239946,0.769024,1.0,0.0,512.0,512.0,1.0,453.93457,1.773182
dataset\real_512\000000109976.png,0,6.707828,0.470639,0.11653,-0.75112,1.541436,204.173916,30.854195,2886.544612,0.037064,0.003183,3.591833,0.000351,7.993587,0.991262,0.007134,0.001605,0.000121,0.993527,0.004779,6.162932,0.243597,0.909902,0.133354,3.754658,0.017282,0.000543,0.02694,2.822771,0.991303,5.590919,0.004966,0.58849,1.0,0.0,512.0,512.0,1.0,257.820312,1.007111
dataset\real_512\000000109992.png,0,6.879627,0.427455,0.255563,-0.032136,-1.802157,429.566746,49.52793,5191.554751,0.065727,0.007354,3.738925,0.000795,7.993686,0.984103,0.012139,0.003757,3e-05,1.015803,0.051667,6.42908,0.519501,0.870037,0.126825,4.914776,0.025363,0.000804,0.158304,4.367762,0.998062,9.739447,0.028283,0.674282,1.0,0.0,512.0,512.0,1.0,339.810547,1.327385
dataset\real_512\000000110042.png,0,7.513342,0.453204,0.250062,0.171921,-0.852927,1937.542772,92.183103,12981.335267,0.15831,0.019584,3.226145,0.003895,7.993612,0.963527,0.024811,0.011662,0.000486,1.009481,0.024422,6.612338,1.263741,0.799831,0.065125,5.408803,0.048747,0.001579,0.327611,5.837605,0.890533,48.074377,0.108499,0.819965,1.0,0.0,512.0,512.0,1.0,486.488281,1.900345
dataset\real_512\000000110211.png,0,7.484427,0.546127,0.186298,-0.408662,-0.46072,1087.318789,98.298804,9106.156078,0.197247,0.013684,4.111614,0.000787,7.993706,0.974104,0.019045,0.006851,5.6e-05,0.992434,0.017672,6.604911,1.202849,0.752135,0.043254,5.803762,0.040859,0.001627,0.448762,4.637064,0.838079,54.961659,0.255576,0.829197,1.0,0.0,512.0,512.0,1.0,506.00293,1.976574
dataset\real_512\000000110282.png,0,5.96232,0.650705,0.367726,-0.329964,-1.587921,1708.273294,60.424697,10914.473461,0.120052,0.008026,3.178584,0.001689,7.99381,0.985353,0.009406,0.005241,8.1e-05,0.988289,0.097128,5.323158,0.830974,0.863459,0.128496,3.971774,0.043753,0.002551,0.326857,5.185619,0.965903,45.823194,0.141468,0.534576,1.0,0.0,512.0,512.0,1.0,364.939453,1.425545
